TOTAL_REVENUE,NUMBER_OF_UNITS_SOLD,NUMBER_OF_SALES,MONTH_ID,MONTH_NAME,DAY_NAME,TIME_BUCKET,SPEND_BENDS,PRODUCT_CATEGORY,PRODUCT_TYPE,PRODUCT_DETAIL,STORE_LOCATION
33.75,9,6,202303,Mar,Sun,evening,MED,Coffee,Barista Espresso,Latte,Astoria
41.8,19,13,202303,Mar,Sun,evening,HIGH,Coffee,Organic brewed coffee,Brazilian Sm,Hell's Kitchen
43.4,14,8,202303,Mar,Sun,evening,HIGH,Coffee,Premium brewed coffee,Jamaican Coffee River Rg,Astoria
90,24,15,202303,Mar,Sun,evening,Very high,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Rg,Astoria
20,8,6,202303,Mar,Sun,evening,LOW,Tea,Brewed herbal tea,Peppermint Rg,Astoria
12.5,5,4,202303,Mar,Sun,evening,LOW,Coffee,Drip coffee,Our Old Time Diner Blend Rg,Lower Manhattan
15.5,5,3,202303,Mar,Sun,evening,LOW,Tea,Brewed Chai tea,Spicy Eye Opener Chai Lg,Astoria
15,4,3,202303,Mar,Sun,evening,LOW,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Rg,Lower Manhattan
17.5,5,5,202303,Mar,Sun,evening,LOW,Bakery,Pastry,Croissant,Astoria
22.5,9,6,202303,Mar,Sun,evening,MED,Tea,Brewed Chai tea,Morning Sunrise Chai Rg,Astoria
11.25,3,3,202303,Mar,Sun,evening,LOW,Bakery,Pastry,Almond Croissant,Astoria
15,6,4,202303,Mar,Sun,evening,LOW,Tea,Brewed Black tea,Earl Grey Rg,Astoria
9,3,2,202303,Mar,Sun,evening,LOW,Tea,Brewed Black tea,Earl Grey Lg,Hell's Kitchen
51,12,9,202303,Mar,Sun,evening,HIGH,Coffee,Barista Espresso,Latte Rg,Astoria
18,4,3,202303,Mar,Sun,evening,LOW,Drinking Chocolate,Hot chocolate,Dark chocolate Lg,Hell's Kitchen
22.5,9,6,202303,Mar,Sun,evening,MED,Tea,Brewed Black tea,Earl Grey Rg,Hell's Kitchen
31.5,9,6,202303,Mar,Sun,evening,MED,Coffee,Organic brewed coffee,Brazilian Lg,Lower Manhattan
23.75,5,3,202303,Mar,Sun,evening,MED,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Lg,Hell's Kitchen
21,7,6,202303,Mar,Sun,evening,MED,Tea,Brewed Green tea,Serenity Green Tea Lg,Astoria
9,3,2,202303,Mar,Sun,evening,LOW,Tea,Brewed herbal tea,Peppermint Lg,Astoria
9,3,2,202303,Mar,Sun,evening,LOW,Tea,Brewed herbal tea,Peppermint Lg,Hell's Kitchen
18.75,5,3,202303,Mar,Sun,evening,LOW,Coffee,Premium brewed coffee,Jamaican Coffee River Lg,Lower Manhattan
12.4,4,3,202303,Mar,Sun,evening,LOW,Tea,Brewed Chai tea,Spicy Eye Opener Chai Lg,Hell's Kitchen
39,13,9,202303,Mar,Sun,evening,MED,Tea,Brewed Black tea,English Breakfast Lg,Astoria
9,3,2,202303,Mar,Sun,evening,LOW,Coffee,Organic brewed coffee,Brazilian Rg,Lower Manhattan
6.5,2,2,202303,Mar,Sun,evening,LOW,Bakery,Scone,Cranberry Scone,Lower Manhattan
10,4,3,202303,Mar,Sun,evening,LOW,Tea,Brewed herbal tea,Peppermint Rg,Hell's Kitchen
13,4,3,202303,Mar,Sun,evening,LOW,Bakery,Scone,Ginger Scone,Hell's Kitchen
10,4,3,202303,Mar,Sun,evening,LOW,Tea,Brewed Black tea,English Breakfast Rg,Lower Manhattan
7.5,2,2,202303,Mar,Sun,evening,LOW,Coffee,Barista Espresso,Latte,Hell's Kitchen
15.3,6,4,202303,Mar,Sun,evening,LOW,Tea,Brewed Chai tea,Spicy Eye Opener Chai Rg,Lower Manhattan
21,7,4,202303,Mar,Sun,evening,MED,Coffee,Gourmet brewed coffee,Ethiopia Rg,Lower Manhattan
42,14,9,202303,Mar,Sun,evening,HIGH,Coffee,Gourmet brewed coffee,Columbian Medium Roast Lg,Astoria
15.5,5,3,202303,Mar,Sun,evening,LOW,Coffee,Premium brewed coffee,Jamaican Coffee River Rg,Hell's Kitchen
18.75,5,3,202303,Mar,Sun,evening,LOW,Coffee,Premium brewed coffee,Jamaican Coffee River Lg,Hell's Kitchen
38,8,6,202303,Mar,Sun,evening,MED,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Lg,Astoria
15,5,3,202303,Mar,Sun,evening,LOW,Tea,Brewed Green tea,Serenity Green Tea Lg,Lower Manhattan
33,11,9,202303,Mar,Sun,evening,MED,Tea,Brewed Black tea,English Breakfast Lg,Hell's Kitchen
18,6,4,202303,Mar,Sun,evening,LOW,Tea,Brewed Green tea,Serenity Green Tea Lg,Hell's Kitchen
4.9,2,1,202303,Mar,Sun,evening,LOW,Coffee,Premium brewed coffee,Jamaican Coffee River Sm,Hell's Kitchen
10.5,3,3,202303,Mar,Sun,evening,LOW,Bakery,Biscotti,Chocolate Chip Biscotti,Hell's Kitchen
25.5,10,7,202303,Mar,Sun,evening,MED,Tea,Brewed Chai tea,Spicy Eye Opener Chai Rg,Astoria
9.75,3,3,202303,Mar,Sun,evening,LOW,Bakery,Scone,Cranberry Scone,Astoria
3.25,1,1,202303,Mar,Sun,evening,LOW,Bakery,Scone,Ginger Scone,Astoria
42,12,6,202303,Mar,Sun,evening,HIGH,Drinking Chocolate,Hot chocolate,Dark chocolate Rg,Astoria
22.5,5,3,202303,Mar,Sun,evening,MED,Drinking Chocolate,Hot chocolate,Dark chocolate Lg,Astoria
21,7,4,202303,Mar,Sun,evening,MED,Coffee,Gourmet brewed coffee,Columbian Medium Roast Lg,Hell's Kitchen
22.5,9,6,202303,Mar,Sun,evening,MED,Tea,Brewed Chai tea,Traditional Blend Chai Rg,Hell's Kitchen
55.25,13,9,202303,Mar,Sun,evening,HIGH,Coffee,Barista Espresso,Cappuccino Lg,Hell's Kitchen
15,5,3,202303,Mar,Sun,evening,LOW,Tea,Brewed Chai tea,Traditional Blend Chai Lg,Astoria
25.5,6,4,202303,Mar,Sun,evening,MED,Coffee,Barista Espresso,Cappuccino Lg,Lower Manhattan
20,8,5,202303,Mar,Sun,evening,LOW,Coffee,Drip coffee,Our Old Time Diner Blend Rg,Astoria
15,6,4,202303,Mar,Sun,evening,LOW,Tea,Brewed Black tea,Earl Grey Rg,Lower Manhattan
15,4,4,202303,Mar,Sun,evening,LOW,Bakery,Scone,Jumbo Savory Scone,Astoria
15,4,3,202303,Mar,Sun,evening,LOW,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Rg,Hell's Kitchen
6,3,2,202303,Mar,Sun,evening,LOW,Coffee,Drip coffee,Our Old Time Diner Blend Sm,Lower Manhattan
7.5,2,2,202303,Mar,Sun,evening,LOW,Bakery,Pastry,Almond Croissant,Lower Manhattan
18,4,2,202303,Mar,Sun,evening,LOW,Drinking Chocolate,Hot chocolate,Dark chocolate Lg,Lower Manhattan
21,7,3,202303,Mar,Sun,evening,MED,Tea,Brewed herbal tea,Lemon Grass Lg,Lower Manhattan
34,8,5,202303,Mar,Sun,evening,MED,Coffee,Barista Espresso,Latte Rg,Lower Manhattan
24,8,6,202303,Mar,Sun,evening,MED,Tea,Brewed Black tea,Earl Grey Lg,Astoria
15,6,5,202303,Mar,Sun,evening,LOW,Coffee,Drip coffee,Our Old Time Diner Blend Rg,Hell's Kitchen
22.5,9,5,202303,Mar,Sun,evening,MED,Tea,Brewed Black tea,English Breakfast Rg,Astoria
42.5,10,7,202303,Mar,Sun,evening,HIGH,Coffee,Barista Espresso,Cappuccino Lg,Astoria
9,3,3,202303,Mar,Sun,evening,LOW,Coffee,Gourmet brewed coffee,Ethiopia Rg,Hell's Kitchen
22.5,6,4,202303,Mar,Sun,evening,MED,Coffee,Barista Espresso,Latte,Lower Manhattan
3.5,1,1,202303,Mar,Sun,evening,LOW,Coffee,Gourmet brewed coffee,Ethiopia Lg,Astoria
8,4,3,202303,Mar,Sun,evening,LOW,Coffee,Gourmet brewed coffee,Columbian Medium Roast Sm,Astoria
9,3,2,202303,Mar,Sun,evening,LOW,Coffee,Gourmet brewed coffee,Columbian Medium Roast Lg,Lower Manhattan
3,1,1,202303,Mar,Sun,evening,LOW,Coffee,Barista Espresso,Espresso shot,Lower Manhattan
22.5,6,4,202303,Mar,Sun,evening,MED,Coffee,Barista Espresso,Cappuccino,Astoria
18,6,6,202303,Mar,Sun,evening,LOW,Bakery,Scone,Oatmeal Scone,Astoria
13.2,6,4,202303,Mar,Sun,evening,LOW,Coffee,Organic brewed coffee,Brazilian Sm,Astoria
3.75,1,1,202303,Mar,Sun,evening,LOW,Bakery,Pastry,Almond Croissant,Hell's Kitchen
20,8,5,202303,Mar,Sun,evening,LOW,Coffee,Gourmet brewed coffee,Columbian Medium Roast Rg,Hell's Kitchen
18,6,3,202303,Mar,Sun,evening,LOW,Coffee,Barista Espresso,Espresso shot,Hell's Kitchen
18,6,4,202303,Mar,Sun,evening,LOW,Coffee,Drip coffee,Our Old Time Diner Blend Lg,Hell's Kitchen
25.5,10,7,202303,Mar,Sun,evening,MED,Tea,Brewed Chai tea,Spicy Eye Opener Chai Rg,Hell's Kitchen
12,4,3,202303,Mar,Sun,evening,LOW,Tea,Brewed Chai tea,Traditional Blend Chai Lg,Hell's Kitchen
14,4,4,202303,Mar,Sun,evening,LOW,Bakery,Biscotti,Ginger Biscotti,Astoria
17.6,8,5,202303,Mar,Sun,evening,LOW,Coffee,Gourmet brewed coffee,Ethiopia Sm,Astoria
9,3,2,202303,Mar,Sun,evening,LOW,Coffee,Organic brewed coffee,Brazilian Rg,Hell's Kitchen
11.25,3,3,202303,Mar,Sun,evening,LOW,Bakery,Pastry,Chocolate Croissant,Hell's Kitchen
10.5,3,3,202303,Mar,Sun,evening,LOW,Coffee,Organic brewed coffee,Brazilian Lg,Hell's Kitchen
12.3,5,4,202303,Mar,Sun,evening,LOW,Coffee,Barista Espresso,Ouro Brasileiro shot,Hell's Kitchen
24.5,7,5,202303,Mar,Sun,evening,MED,Coffee,Organic brewed coffee,Brazilian Lg,Astoria
12.25,5,4,202303,Mar,Sun,evening,LOW,Coffee,Premium brewed coffee,Jamaican Coffee River Sm,Astoria
18,9,6,202303,Mar,Sun,evening,LOW,Coffee,Drip coffee,Our Old Time Diner Blend Sm,Astoria
4.5,1,1,202303,Mar,Sun,evening,LOW,Bakery,Scone,Scottish Cream Scone ,Astoria
18.75,5,5,202303,Mar,Sun,evening,LOW,Bakery,Pastry,Chocolate Croissant,Astoria
24,6,4,202303,Mar,Sun,evening,MED,Tea,Brewed Chai tea,Morning Sunrise Chai Lg,Hell's Kitchen
30,8,6,202303,Mar,Sun,evening,MED,Coffee,Premium brewed coffee,Jamaican Coffee River Lg,Astoria
7,2,2,202303,Mar,Sun,evening,LOW,Bakery,Biscotti,Ginger Biscotti,Hell's Kitchen
38.25,9,6,202303,Mar,Sun,evening,MED,Coffee,Barista Espresso,Latte Rg,Hell's Kitchen
7,2,2,202303,Mar,Sun,evening,LOW,Bakery,Biscotti,Chocolate Chip Biscotti,Astoria
65,26,15,202303,Mar,Mon,morning,Very high,Tea,Brewed herbal tea,Peppermint Rg,Lower Manhattan
60,15,9,202303,Mar,Mon,morning,HIGH,Tea,Brewed Chai tea,Morning Sunrise Chai Lg,Lower Manhattan
48.4,16,16,202303,Mar,Mon,morning,HIGH,Bakery,Scone,Ginger Scone,Lower Manhattan
57,19,10,202303,Mar,Mon,morning,HIGH,Coffee,Organic brewed coffee,Brazilian Rg,Lower Manhattan
69,23,11,202303,Mar,Mon,morning,Very high,Tea,Brewed Black tea,English Breakfast Lg,Lower Manhattan
65.1,21,11,202303,Mar,Mon,morning,Very high,Coffee,Premium brewed coffee,Jamaican Coffee River Rg,Lower Manhattan
87.5,35,19,202303,Mar,Mon,morning,Very high,Tea,Brewed herbal tea,Lemon Grass Rg,Lower Manhattan
55,22,14,202303,Mar,Mon,morning,HIGH,Tea,Brewed Black tea,English Breakfast Rg,Lower Manhattan
26.4,12,6,202303,Mar,Mon,morning,MED,Coffee,Organic brewed coffee,Brazilian Sm,Lower Manhattan
45.9,18,9,202303,Mar,Mon,morning,HIGH,Tea,Brewed Chai tea,Spicy Eye Opener Chai Rg,Lower Manhattan
33,11,8,202303,Mar,Mon,morning,MED,Tea,Brewed Green tea,Serenity Green Tea Lg,Lower Manhattan
56.25,15,15,202303,Mar,Mon,morning,HIGH,Bakery,Pastry,Chocolate Croissant,Lower Manhattan
45,18,11,202303,Mar,Mon,morning,HIGH,Tea,Brewed Green tea,Serenity Green Tea Rg,Lower Manhattan
56,16,9,202303,Mar,Mon,morning,HIGH,Coffee,Gourmet brewed coffee,Ethiopia Lg,Lower Manhattan
69,23,13,202303,Mar,Mon,morning,Very high,Coffee,Gourmet brewed coffee,Columbian Medium Roast Lg,Lower Manhattan
37.5,15,12,202303,Mar,Mon,morning,MED,Tea,Brewed Black tea,English Breakfast Rg,Hell's Kitchen
18,6,4,202303,Mar,Mon,morning,LOW,Coffee,Drip coffee,Our Old Time Diner Blend Lg,Lower Manhattan
68,16,9,202303,Mar,Mon,morning,Very high,Coffee,Barista Espresso,Latte Rg,Lower Manhattan
37.5,10,6,202303,Mar,Mon,morning,MED,Coffee,Barista Espresso,Latte,Hell's Kitchen
10.5,3,3,202303,Mar,Mon,morning,LOW,Bakery,Biscotti,Ginger Biscotti,Hell's Kitchen
40,16,10,202303,Mar,Mon,morning,MED,Tea,Brewed herbal tea,Lemon Grass Rg,Hell's Kitchen
31.5,9,9,202303,Mar,Mon,morning,MED,Bakery,Biscotti,Ginger Biscotti,Lower Manhattan
38.5,11,11,202303,Mar,Mon,morning,MED,Bakery,Biscotti,Chocolate Chip Biscotti,Lower Manhattan
68.85,27,17,202303,Mar,Mon,morning,Very high,Tea,Brewed Chai tea,Spicy Eye Opener Chai Rg,Hell's Kitchen
15,5,5,202303,Mar,Mon,morning,LOW,Bakery,Scone,Oatmeal Scone,Hell's Kitchen
33,15,9,202303,Mar,Mon,morning,MED,Coffee,Gourmet brewed coffee,Ethiopia Sm,Hell's Kitchen
26,8,8,202303,Mar,Mon,morning,MED,Bakery,Scone,Cranberry Scone,Hell's Kitchen
66.6,24,14,202303,Mar,Mon,morning,Very high,Coffee,Barista Espresso,Ouro Brasileiro shot,Lower Manhattan
75,25,15,202303,Mar,Mon,morning,Very high,Coffee,Gourmet brewed coffee,Ethiopia Rg,Hell's Kitchen
43.4,14,8,202303,Mar,Mon,morning,HIGH,Tea,Brewed Chai tea,Spicy Eye Opener Chai Lg,Lower Manhattan
82.5,22,22,202303,Mar,Mon,morning,Very high,Bakery,Pastry,Chocolate Croissant,Hell's Kitchen
62.5,25,16,202303,Mar,Mon,morning,Very high,Tea,Brewed Chai tea,Morning Sunrise Chai Rg,Hell's Kitchen
52.5,15,8,202303,Mar,Mon,morning,HIGH,Drinking Chocolate,Hot chocolate,Dark chocolate Rg,Lower Manhattan
41.25,11,6,202303,Mar,Mon,morning,HIGH,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Rg,Hell's Kitchen
72,24,15,202303,Mar,Mon,morning,Very high,Coffee,Drip coffee,Our Old Time Diner Blend Lg,Hell's Kitchen
24.5,10,6,202303,Mar,Mon,morning,MED,Coffee,Premium brewed coffee,Jamaican Coffee River Sm,Hell's Kitchen
33,11,11,202303,Mar,Mon,morning,MED,Bakery,Scone,Oatmeal Scone,Lower Manhattan
21,7,5,202303,Mar,Mon,morning,MED,Coffee,Barista Espresso,Espresso shot,Lower Manhattan
54,18,11,202303,Mar,Mon,morning,HIGH,Coffee,Gourmet brewed coffee,Columbian Medium Roast Lg,Hell's Kitchen
30,10,9,202303,Mar,Mon,morning,MED,Coffee,Organic brewed coffee,Brazilian Rg,Hell's Kitchen
94.5,21,12,202303,Mar,Mon,morning,Very high,Drinking Chocolate,Hot chocolate,Dark chocolate Lg,Hell's Kitchen
59.5,17,12,202303,Mar,Mon,morning,HIGH,Coffee,Gourmet brewed coffee,Ethiopia Lg,Hell's Kitchen
54,18,12,202303,Mar,Mon,morning,HIGH,Tea,Brewed herbal tea,Peppermint Lg,Lower Manhattan
41.65,17,10,202303,Mar,Mon,morning,HIGH,Coffee,Premium brewed coffee,Jamaican Coffee River Sm,Lower Manhattan
52,26,15,202303,Mar,Mon,morning,HIGH,Coffee,Gourmet brewed coffee,Columbian Medium Roast Sm,Hell's Kitchen
47.5,10,7,202303,Mar,Mon,morning,HIGH,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Lg,Lower Manhattan
31.5,9,5,202303,Mar,Mon,morning,MED,Drinking Chocolate,Hot chocolate,Dark chocolate Rg,Hell's Kitchen
26.4,12,8,202303,Mar,Mon,morning,MED,Coffee,Organic brewed coffee,Brazilian Sm,Hell's Kitchen
32.5,10,10,202303,Mar,Mon,morning,MED,Bakery,Biscotti,Hazelnut Biscotti,Lower Manhattan
47.5,19,14,202303,Mar,Mon,morning,HIGH,Tea,Brewed Chai tea,Traditional Blend Chai Rg,Hell's Kitchen
72.25,17,12,202303,Mar,Mon,morning,Very high,Coffee,Barista Espresso,Latte Rg,Hell's Kitchen
30,15,9,202303,Mar,Mon,morning,MED,Coffee,Gourmet brewed coffee,Columbian Medium Roast Sm,Lower Manhattan
40,20,11,202303,Mar,Mon,morning,MED,Coffee,Drip coffee,Our Old Time Diner Blend Sm,Lower Manhattan
76,16,12,202303,Mar,Mon,morning,Very high,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Lg,Hell's Kitchen
42,14,9,202303,Mar,Mon,morning,HIGH,Tea,Brewed Chai tea,Traditional Blend Chai Lg,Hell's Kitchen
39,12,12,202303,Mar,Mon,morning,MED,Bakery,Scone,Cranberry Scone,Lower Manhattan
42,14,8,202303,Mar,Mon,morning,HIGH,Coffee,Gourmet brewed coffee,Ethiopia Rg,Lower Manhattan
42,12,12,202303,Mar,Mon,morning,HIGH,Bakery,Pastry,Croissant,Lower Manhattan
91.8,33,22,202303,Mar,Mon,morning,Very high,Coffee,Barista Espresso,Ouro Brasileiro shot,Hell's Kitchen
146.25,39,22,202303,Mar,Mon,morning,Very high,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Rg,Lower Manhattan
31.5,9,5,202303,Mar,Mon,morning,MED,Coffee,Organic brewed coffee,Brazilian Lg,Lower Manhattan
78.75,21,11,202303,Mar,Mon,morning,Very high,Coffee,Barista Espresso,Cappuccino,Lower Manhattan
27.5,11,7,202303,Mar,Mon,morning,MED,Tea,Brewed Black tea,Earl Grey Rg,Lower Manhattan
36,12,9,202303,Mar,Mon,morning,MED,Tea,Brewed herbal tea,Peppermint Lg,Hell's Kitchen
16.25,5,5,202303,Mar,Mon,morning,LOW,Bakery,Biscotti,Hazelnut Biscotti,Hell's Kitchen
52.5,14,9,202303,Mar,Mon,morning,HIGH,Coffee,Barista Espresso,Latte,Lower Manhattan
30,15,10,202303,Mar,Mon,morning,MED,Coffee,Drip coffee,Our Old Time Diner Blend Sm,Hell's Kitchen
66,22,13,202303,Mar,Mon,morning,Very high,Tea,Brewed Chai tea,Traditional Blend Chai Lg,Lower Manhattan
30,10,7,202303,Mar,Mon,morning,MED,Tea,Brewed Black tea,Earl Grey Lg,Hell's Kitchen
64,16,9,202303,Mar,Mon,morning,Very high,Tea,Brewed Chai tea,Morning Sunrise Chai Lg,Hell's Kitchen
22.5,9,8,202303,Mar,Mon,morning,MED,Coffee,Drip coffee,Our Old Time Diner Blend Rg,Astoria
24.5,7,7,202303,Mar,Mon,morning,MED,Bakery,Biscotti,Chocolate Chip Biscotti,Astoria
57,19,12,202303,Mar,Mon,morning,HIGH,Coffee,Barista Espresso,Espresso shot,Hell's Kitchen
45,15,10,202303,Mar,Mon,morning,HIGH,Tea,Brewed herbal tea,Lemon Grass Lg,Astoria
18.75,5,5,202303,Mar,Mon,morning,LOW,Bakery,Scone,Jumbo Savory Scone,Lower Manhattan
31.5,7,7,202303,Mar,Mon,morning,MED,Drinking Chocolate,Hot chocolate,Dark chocolate Lg,Astoria
22.5,9,7,202303,Mar,Mon,morning,MED,Tea,Brewed herbal tea,Peppermint Rg,Astoria
42,14,10,202303,Mar,Mon,morning,HIGH,Tea,Brewed Black tea,English Breakfast Lg,Hell's Kitchen
51,17,11,202303,Mar,Mon,morning,HIGH,Coffee,Gourmet brewed coffee,Columbian Medium Roast Lg,Astoria
38.5,11,11,202303,Mar,Mon,morning,MED,Bakery,Biscotti,Ginger Biscotti,Astoria
30.8,14,11,202303,Mar,Mon,morning,MED,Coffee,Gourmet brewed coffee,Ethiopia Sm,Astoria
39,12,12,202303,Mar,Mon,morning,MED,Bakery,Scone,Ginger Scone,Astoria
42.5,17,11,202303,Mar,Mon,morning,HIGH,Tea,Brewed Green tea,Serenity Green Tea Rg,Astoria
67.5,18,18,202303,Mar,Mon,morning,Very high,Bakery,Pastry,Chocolate Croissant,Astoria
30,12,9,202303,Mar,Mon,morning,MED,Tea,Brewed Black tea,English Breakfast Rg,Astoria
12,6,6,202303,Mar,Mon,morning,LOW,Coffee,Gourmet brewed coffee,Columbian Medium Roast Sm,Astoria
39,13,8,202303,Mar,Mon,morning,MED,Tea,Brewed Green tea,Serenity Green Tea Lg,Hell's Kitchen
25,10,7,202303,Mar,Mon,morning,MED,Tea,Brewed Chai tea,Traditional Blend Chai Rg,Astoria
15,4,4,202303,Mar,Mon,morning,LOW,Bakery,Pastry,Almond Croissant,Astoria
76,19,14,202303,Mar,Mon,morning,Very high,Tea,Brewed Chai tea,Morning Sunrise Chai Lg,Astoria
76.5,18,8,202303,Mar,Mon,morning,Very high,Coffee,Barista Espresso,Cappuccino Lg,Lower Manhattan
54,18,11,202303,Mar,Mon,morning,HIGH,Tea,Brewed Black tea,Earl Grey Lg,Lower Manhattan
24.5,7,7,202303,Mar,Mon,morning,MED,Bakery,Biscotti,Chocolate Chip Biscotti,Hell's Kitchen
24.8,8,5,202303,Mar,Mon,morning,MED,Coffee,Premium brewed coffee,Jamaican Coffee River Rg,Hell's Kitchen
12,4,3,202303,Mar,Mon,morning,LOW,Tea,Brewed Black tea,English Breakfast Lg,Astoria
18.6,6,5,202303,Mar,Mon,afternoon,LOW,Tea,Brewed Chai tea,Spicy Eye Opener Chai Lg,Hell's Kitchen
30,10,6,202303,Mar,Mon,afternoon,MED,Coffee,Gourmet brewed coffee,Ethiopia Rg,Hell's Kitchen
26,13,9,202303,Mar,Mon,afternoon,MED,Coffee,Drip coffee,Our Old Time Diner Blend Sm,Hell's Kitchen
16,8,5,202303,Mar,Mon,afternoon,LOW,Coffee,Drip coffee,Our Old Time Diner Blend Sm,Astoria
9.75,3,3,202303,Mar,Mon,afternoon,LOW,Bakery,Scone,Cranberry Scone,Astoria
11,5,3,202303,Mar,Mon,afternoon,LOW,Coffee,Gourmet brewed coffee,Ethiopia Sm,Astoria
21,7,4,202303,Mar,Mon,afternoon,MED,Tea,Brewed herbal tea,Lemon Grass Lg,Astoria
13,4,4,202303,Mar,Mon,afternoon,LOW,Bakery,Biscotti,Hazelnut Biscotti,Astoria
17.5,7,5,202303,Mar,Mon,afternoon,LOW,Coffee,Gourmet brewed coffee,Columbian Medium Roast Rg,Astoria
17.5,5,5,202303,Mar,Mon,afternoon,LOW,Bakery,Biscotti,Ginger Biscotti,Astoria
10.5,3,3,202303,Mar,Mon,afternoon,LOW,Drinking Chocolate,Hot chocolate,Dark chocolate Rg,Astoria
15,5,3,202303,Mar,Mon,afternoon,LOW,Tea,Brewed herbal tea,Lemon Grass Lg,Lower Manhattan
17.5,5,5,202303,Mar,Mon,afternoon,LOW,Bakery,Biscotti,Chocolate Chip Biscotti,Lower Manhattan
17.5,7,4,202303,Mar,Mon,afternoon,LOW,Tea,Brewed herbal tea,Lemon Grass Rg,Lower Manhattan
34.1,11,9,202303,Mar,Mon,afternoon,MED,Tea,Brewed Chai tea,Spicy Eye Opener Chai Lg,Astoria
21,7,5,202303,Mar,Mon,afternoon,MED,Tea,Brewed Black tea,English Breakfast Lg,Lower Manhattan
15,5,3,202303,Mar,Mon,afternoon,LOW,Tea,Brewed Chai tea,Traditional Blend Chai Lg,Hell's Kitchen
17.85,7,4,202303,Mar,Mon,afternoon,LOW,Tea,Brewed Chai tea,Spicy Eye Opener Chai Rg,Astoria
18.75,5,5,202303,Mar,Mon,afternoon,LOW,Bakery,Pastry,Almond Croissant,Astoria
31.5,9,6,202303,Mar,Mon,afternoon,MED,Coffee,Gourmet brewed coffee,Ethiopia Lg,Lower Manhattan
7,2,2,202303,Mar,Mon,afternoon,LOW,Bakery,Biscotti,Ginger Biscotti,Lower Manhattan
30,8,5,202303,Mar,Mon,afternoon,MED,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Rg,Hell's Kitchen
33.15,13,8,202303,Mar,Mon,afternoon,MED,Tea,Brewed Chai tea,Spicy Eye Opener Chai Rg,Hell's Kitchen
18,9,6,202303,Mar,Mon,afternoon,LOW,Coffee,Gourmet brewed coffee,Columbian Medium Roast Sm,Astoria
18.75,5,5,202303,Mar,Mon,afternoon,LOW,Bakery,Pastry,Chocolate Croissant,Astoria
15,5,4,202303,Mar,Mon,afternoon,LOW,Tea,Brewed Green tea,Serenity Green Tea Lg,Hell's Kitchen
12.5,5,4,202303,Mar,Mon,afternoon,LOW,Coffee,Drip coffee,Our Old Time Diner Blend Rg,Lower Manhattan
10,4,2,202303,Mar,Mon,afternoon,LOW,Tea,Brewed Black tea,Earl Grey Rg,Hell's Kitchen
15.4,7,5,202303,Mar,Mon,afternoon,LOW,Coffee,Organic brewed coffee,Brazilian Sm,Hell's Kitchen
11.25,3,3,202303,Mar,Mon,afternoon,LOW,Bakery,Pastry,Almond Croissant,Hell's Kitchen
45,12,8,202303,Mar,Mon,afternoon,HIGH,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Rg,Lower Manhattan
30,10,5,202303,Mar,Mon,afternoon,MED,Coffee,Drip coffee,Our Old Time Diner Blend Lg,Hell's Kitchen
12,4,3,202303,Mar,Mon,afternoon,LOW,Coffee,Gourmet brewed coffee,Columbian Medium Roast Lg,Hell's Kitchen
27,9,5,202303,Mar,Mon,afternoon,MED,Tea,Brewed Chai tea,Traditional Blend Chai Lg,Lower Manhattan
15,4,4,202303,Mar,Mon,afternoon,LOW,Bakery,Scone,Jumbo Savory Scone,Lower Manhattan
33,11,7,202303,Mar,Mon,afternoon,MED,Coffee,Gourmet brewed coffee,Columbian Medium Roast Lg,Astoria
17,4,3,202303,Mar,Mon,afternoon,LOW,Coffee,Barista Espresso,Cappuccino Lg,Astoria
17.5,7,6,202303,Mar,Mon,afternoon,LOW,Tea,Brewed Black tea,Earl Grey Rg,Astoria
37.5,15,7,202303,Mar,Mon,afternoon,MED,Tea,Brewed Green tea,Serenity Green Tea Rg,Lower Manhattan
21,7,4,202303,Mar,Mon,afternoon,MED,Tea,Brewed Black tea,English Breakfast Lg,Hell's Kitchen
31,10,5,202303,Mar,Mon,afternoon,MED,Coffee,Premium brewed coffee,Jamaican Coffee River Rg,Hell's Kitchen
35,10,6,202303,Mar,Mon,afternoon,MED,Coffee,Organic brewed coffee,Brazilian Lg,Astoria
47.5,10,7,202303,Mar,Mon,afternoon,HIGH,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Lg,Astoria
22.75,7,7,202303,Mar,Mon,afternoon,MED,Bakery,Scone,Ginger Scone,Astoria
18,6,3,202303,Mar,Mon,afternoon,LOW,Coffee,Organic brewed coffee,Brazilian Rg,Hell's Kitchen
22.5,9,6,202303,Mar,Mon,afternoon,MED,Coffee,Gourmet brewed coffee,Columbian Medium Roast Rg,Hell's Kitchen
